,apkname,actividades,proveedor_contenido,receptor_mensajes,servicios,urls,filtros_intent,api_restringidas,api_sospechosas,permisos_solicitados,permisos_usados,uses-feature,malware
2633,com.atomic.apps.sms.messages,5,0,0,0,0,1,4,3,2,2,0,False
2634,appinventor.ai_yuanryan_chen.BT_LED,2,0,0,0,0,1,30,7,6,3,0,True
2635,com.chizichekijok.km,10,0,4,4,0,2,2,3,8,2,0,True
2636,com.newminizysevenqi.fajiukij,4,0,3,3,0,2,0,6,13,4,0,True
2637,com.dxjxrr.huaiyun3F0A132EBF4F011C0CF4A1FE4723148143E0D165,7,0,0,2,0,1,0,6,10,3,0,True
2638,an.Divisors,2,0,1,1,2,2,2,4,2,2,0,False
2639,com.android.cug.saolei,6,0,0,4,0,1,0,6,12,3,0,True
2640,com.lidroid.txitlbox,24,0,6,5,0,9,1,6,28,10,1,True
2641,air,3,0,1,1,0,4,0,3,5,3,0,False
2642,aimoxiu.theme.mxee01da4e81296030166e944a08b896aa,1,0,0,0,0,1,0,5,8,4,0,True
2643,com.android.dgl,5,0,0,2,0,3,3,6,10,5,0,False
2644,com.jppf3,9,0,0,0,0,1,22,7,10,5,4,True
2645,by.uhatu,2,0,0,0,0,1,0,2,2,2,0,False
2646,com.kamilafarzana.simplemacaroniandcheeserecipes,3,0,0,0,0,1,4,2,2,2,0,True
2647,b33m.partycalclite,13,0,0,0,0,1,11,5,3,3,0,False
2648,com.app.SGCalendarOnly2014,11,0,8,0,0,5,16,5,6,5,0,True
2649,com.andromo.dev215031,5,0,0,0,0,1,4,3,2,2,1,False
2650,appinventor.ai_JefferyStewart1952,3,0,0,0,0,1,24,8,3,3,0,False
2651,com.example.resisconter,9,1,1,5,0,1,0,3,8,0,0,True
2652,com.cow,2,0,0,0,0,1,13,6,1,1,0,False
2653,com.agung.DoaNabidanRasul,3,0,0,0,0,1,9,3,2,2,0,False
2654,com.fcwds.wifiprotect,9,0,2,3,3,4,9,10,13,7,0,True
2655,com.photorecoveryshop.v20152A8A32862F1ED98BE80BD51A6DF0D00AE31A1BD7,6,1,1,0,0,2,2,6,9,2,0,True
2656,b4a.example2,1,0,0,0,0,1,17,8,0,0,0,False
2657,com.andromo.dev266178,9,0,1,9,0,9,1,4,6,4,1,False
2658,com.bq021,5,1,1,2,0,4,0,3,16,1,0,False
2659,com.LuxuryDiamondJewellery.bintangapp,3,0,0,0,0,1,4,2,2,2,0,True
2660,com.resepumpanmancinghandalan.Rayadeveloper,3,0,0,0,0,1,8,2,2,2,0,True
2661,com.kokogames.ZhiLiLink40E7AF7D25F0A71820FA013005CB718E7F36769C,4,0,0,4,0,1,0,2,7,0,0,True
2662,com.easydrawingconcept.khenapps,3,0,0,0,0,1,4,2,2,2,0,True
2663,com.aiz,9,0,6,15,0,23,0,0,42,0,0,False
2664,appinventor.ai_bubblesproduction1,2,0,0,0,0,1,28,8,4,4,0,False
2665,com.a0soft.gphone.aStopwatcjhos,4,0,1,1,0,2,0,1,9,1,0,True
2666,com.ArmKnittingTutorial.Erzaapps,3,0,0,0,0,1,4,2,2,2,0,False
2667,biz.uapp.apps.calculator,24,0,4,4,1,17,2,9,21,10,0,True
2668,com.mima.xiuxiu,13,0,0,1,1,2,8,8,13,5,0,True
2669,apps.istogu.eu.radioalba,2,0,0,0,1,1,5,6,5,4,0,False
2670,com.bukuoryzaee,4,0,0,0,0,1,16,5,3,3,0,False
2671,com.adelantemediagroup,5,0,4,6,2,4,6,5,9,5,0,False
2672,com.lingke.heshui,4,0,1,0,0,1,0,6,7,3,0,True
2673,com.Medo.CallsRec,7,0,3,3,0,4,11,6,17,9,0,False
2674,com.MDapp.fenbeiyi,15,0,0,2,0,1,0,1,19,0,2,True
2675,com.auybbb,17,0,5,3,2,9,4,10,44,7,0,False
2676,appinventor.ai_g916414.BluetoothMulti3Connect,2,1,0,0,0,1,37,9,5,3,0,False
2677,com.ji.cal.tool.ca8A84D52BD608416A71876E38981C84159E949169,4,0,1,2,0,2,0,6,10,3,0,True
2678,com.c42398473,3,2,1,1,0,10,4,9,18,9,2,False
2679,apps.infinite.microphonetapsound,7,0,0,0,0,1,15,4,2,2,0,False
2680,com.afapps4u.islamicquiz,8,0,0,0,0,1,12,3,3,2,0,False
2681,com.Resep.MengecilkanPipi,3,0,0,0,0,1,9,3,2,2,0,True
2682,com.androdev22.curtainsforkitchen,3,0,0,0,0,1,4,2,2,2,0,True
2683,com.adqjafaw.pydojlmq,10,0,5,4,3,19,0,11,43,9,0,True
2684,com.EveningGownDesign.embolapps,3,0,0,0,0,1,4,2,2,2,0,True
2685,com.fang.mygallery,12,1,4,6,0,15,2,4,20,8,0,True
2686,co.uk,1,0,0,0,0,1,1,1,5,0,0,False
2687,com.rapotgurupembelajar,3,0,0,0,0,1,4,2,2,2,0,True
2688,com.afe_solutions.easyone.t,2,0,0,0,0,2,0,4,5,2,0,False
2689,com.bestgames,13,0,2,4,0,2,13,6,15,9,0,False
2690,br.com.gvdasa.gvmobile.elisaandreoli,5,0,8,3,0,6,2,5,13,4,0,False
2691,com.lzyim.maobaoyun,2,2,2,2,0,9,0,2,19,0,2,True
2692,com.apusapps.theme,6,0,3,2,0,7,13,5,4,3,0,False
2693,com.mincache.launcher,11,0,4,4,0,28,5,6,24,7,0,True
2694,com.BeautifulWedgesShoesIdeas.myapp,3,0,0,0,0,1,4,2,2,2,0,True
2695,com.rore.rlmn,2,0,3,1,0,15,0,0,30,0,0,True
2696,appinventor.ai_addmefaster1.BlueCore_Tech_RGB_LED_CONTROL,4,0,0,0,0,1,30,7,6,3,0,True
2697,com.WaleedMostafa.FoodToIncreaseEnergy,4,0,0,0,0,1,15,5,6,4,0,True
2698,com.buit.rmsapp4,1,0,0,1,0,1,2,6,5,2,0,True
2699,com.jsks.iubt.lscl,4,0,2,2,0,8,3,6,14,4,0,True
2700,cal.bal.crank,1,0,0,0,0,1,0,0,3,0,0,True
2701,com,3,0,1,1,0,4,0,2,10,0,0,False
2702,com.burin,31,1,9,21,11,33,0,13,33,10,0,False
2703,com.andromo.dev316118,4,0,0,0,0,1,4,5,3,3,1,False
2704,com.Codecture.Locksmith,1,0,0,0,0,1,7,2,2,1,0,False
2705,com.chenai,14,1,1,4,0,5,0,6,16,3,3,False
2706,app.six5B5876450F215D75AA17D245D9616462F53B6B44,3,0,2,1,0,7,0,9,14,6,0,True
2707,com.byscnewzh.noonedies,4,0,1,2,1,2,0,8,14,5,0,True
2708,com.ilhb.busg.xppx,8,0,3,2,0,10,3,7,22,5,1,True
2709,color.test,9,0,0,0,0,1,9,5,6,4,2,False
2710,com.aquasunlwp,5,0,1,2,2,3,12,5,2,2,0,False
2711,aimoxiu.theme.mx186c8f4cb3a899f61b53821f6bd16d58,1,0,0,0,0,1,0,5,8,4,0,False
2712,appinventor.ai_jjhoyosvasco.semana_cultural_cum,1,0,0,0,0,1,30,8,4,3,0,True
2713,appinventor.ai_bude77amin.AARMANMALIK,3,0,0,0,0,1,35,8,4,4,0,False
2714,air.booyah,1,1,0,0,0,1,0,2,0,0,0,False
2715,com.gucdxj.yigedoubunengsi,4,0,0,2,0,1,0,6,10,3,0,True
2716,com.burin.orkdnAAFA0DF6244B8107B1092D07768C5F8FC11064D4,16,1,9,21,11,32,0,13,33,10,0,True
2717,com.dimshik,4,0,0,0,0,1,2,4,6,5,0,False
2718,appinventor.ai_przemyslawwilde.Luxomierz,3,0,0,0,0,1,41,11,4,3,0,True
2719,br.com.originalsoftware.taxifonecliente,4,0,0,0,0,1,4,6,7,2,0,False
2720,com.cute.cutecatsclock,7,0,3,1,0,5,19,6,5,3,0,True
2721,com.Majdi.RadioTunisienne,2,0,0,0,0,1,12,5,6,3,0,True
2722,appinventor.ai_serversmcpe.MinecraftServers,3,0,0,0,0,1,30,7,5,3,0,False
2723,com.ezzebd.androidassistant3DED2D20339DEE2FF68257C42510FC23B59A85E4,12,0,8,9,0,11,4,9,27,15,0,True
2724,com.jaytronix.markejgldujgod,4,0,3,3,0,2,0,1,8,1,0,True
2725,com.newinfomaeightbanw.guhanyu,19,0,0,0,0,1,2,3,13,1,0,True
2726,com.LipsticksColors.KingUps,3,0,0,0,0,1,4,2,2,2,0,True
2727,com.newminisevenqioftf.fpbd,6,0,1,1,0,2,2,3,15,1,0,True
2728,com.app,25,0,0,1,0,2,2,4,6,3,5,False
2729,com.davidjfirth,10,0,1,1,0,4,9,7,5,2,0,False
2730,com.HZBLE.mainframework,17,0,0,5,0,3,0,6,19,3,0,True
2731,com.burin,31,1,9,21,11,33,0,13,33,10,0,False
2732,com.CustomJacket.hamstudio,3,0,0,0,0,1,8,2,2,2,0,True
2733,com.mbsyd.jyys,10,0,5,3,0,16,1,2,19,3,0,True
2734,com.erfvyun.amsxcvzombietgbn,12,0,1,1,1,2,7,6,12,4,0,True
2735,com.automotiontv,2,0,4,3,0,5,4,4,9,4,3,False
2736,com.igitaldreamss.swissarmyknife51AAC9838BBCEACD9894D2B59FE4BEB85BBD9A36,16,0,2,2,0,19,0,4,12,4,3,True
2737,com.adameduexam,15,0,0,0,0,1,0,2,3,0,0,True
2738,com.AnslawDev.FunHmt_Friends,5,0,0,0,0,1,8,4,3,3,0,False
2739,com.app,11,0,0,0,0,1,10,5,11,3,0,False
2740,com.DesignStairModernlinza,3,0,0,0,0,1,9,3,2,2,0,True
2741,com.e489484547.wve,6,3,4,3,1,22,4,9,27,11,2,True
2742,com.a19604701775393206e9fccd3a,7,0,0,0,0,1,16,7,7,5,2,False
2743,com.bhukh.lag,4,0,0,0,0,1,11,5,5,4,0,True
2744,com.in.russia,1,0,0,0,0,1,0,0,7,0,0,True
2745,coders.developer.mitz,3,0,0,0,0,1,14,3,2,2,0,False
2746,com.hkuj.bvan.qjzi,4,0,2,2,0,8,3,6,14,4,0,True
2747,com.handshadowpuppets.harumando,3,0,0,0,0,1,8,2,2,2,0,True
2748,com.dracanapps.twozerofoureightultra,4,0,0,0,0,1,19,6,5,3,0,True
2749,com.chen,6,0,0,1,1,1,2,7,10,3,0,False
2750,cn.d.yurfe.bgc,18,0,0,1,0,1,0,0,9,0,0,True
2751,com.calculatoraspectratio,4,0,0,0,0,1,8,3,2,2,0,False
2752,com.cn,11,0,0,0,0,1,8,2,2,0,0,False
2753,com.android,4,0,3,1,0,9,0,0,19,0,0,False
2754,com.maocular.osm4edu,1,0,0,0,0,1,0,0,6,0,0,True
2755,air.Disc_Skill,3,1,1,1,0,4,1,4,5,3,0,False
2756,appinventor.ai_kosinkongdee_koha,3,0,0,0,0,1,24,7,3,3,0,False
2757,com.gucdxj.yigedoubunenkoipl2EAE096A4BA5F9144ADEC60C5437EFEEB4949289,6,0,6,6,0,3,9,3,8,0,0,True
2758,com.bsdih,32,1,11,21,8,36,0,13,38,10,0,False
2759,appinventor.ai_created4each.My_Diary,2,0,0,0,0,1,36,7,3,1,0,False
2760,com.TownHall5BaseLayouts.bungaakp,3,0,0,0,0,1,9,3,2,2,0,True
2761,com.gate.lyrics,2,0,0,0,0,1,8,2,2,2,0,True
2762,com.android.cug.firebrowser,5,0,0,3,0,6,0,6,14,3,0,True
2763,com.cache.sweepers3AC6212CE7CDC7A2C3F05A9ED7D75391C5B64386,11,0,4,2,0,9,0,8,15,6,0,True
2764,com.Walimah.Lengkap,3,0,0,0,0,1,9,3,2,2,0,True
2765,com.ButtonCraftIdeas.mantiliapp,3,0,0,0,0,1,4,2,2,2,0,True
2766,com.finals.finalsflash,28,0,2,3,0,15,0,6,16,3,1,True
2767,com.agileaims.wallpapermaker,2,0,0,0,0,2,13,4,3,3,0,False
2768,com.CraftForKids.gonapps,3,0,0,0,0,1,4,2,2,2,0,True
2769,com.KerajinanGelangMudah.agus,3,0,0,0,0,1,9,3,2,2,0,True
2770,com.poipoip.qwgq,3,0,0,0,0,1,0,2,12,0,0,True
2771,appinventor.ai_galenasphaug,3,0,0,0,0,1,24,8,4,3,0,False
2772,com.cqlbt,9,0,0,1,0,2,2,9,33,9,2,False
2773,com.guide.pokemongobeta.android,3,0,0,0,0,1,8,4,4,2,0,True
2774,com.CarModificationDesignIdeas,3,0,0,0,0,1,8,2,2,2,0,False
2775,com.batterytools,4,0,4,2,0,5,5,4,21,8,0,False
2776,appinventor.ai_basuhampali,1,0,0,0,0,1,30,8,3,3,0,False
2777,com.gucdxj.rili,20,0,3,2,0,6,0,6,14,3,0,True
2778,com.enemies.vsfrog.simulatorgame,4,0,0,0,0,1,8,3,2,2,0,True
2779,com.gwjppa.AQLxiaohua,7,1,2,2,0,3,0,3,8,0,0,True
2780,com.colbert.clare,5,0,2,1,0,11,0,6,9,3,0,False
2781,appinventor.ai_negociadordesonhos.appradio_criativa,1,0,0,0,0,1,28,7,4,4,0,False
2782,com.freewps.scarylivewallpapershorror,7,0,3,6,0,5,14,6,5,3,1,True
2783,appinventor.ai_jacknilan.BPSAPPTablet,4,0,0,0,0,1,26,7,7,4,0,True
2784,com.empdr.zfvbmf,7,0,7,9,4,13,0,11,29,8,0,True
2785,baiya.dhongss,7,0,3,1,0,5,5,4,10,1,2,True
2786,com.computer,5,0,3,0,0,5,3,2,4,0,0,False
2787,com.appybuilder.musicboxx17,3,0,0,0,0,1,37,12,6,5,0,False
2788,com.apofiss,7,0,1,2,0,5,8,7,4,3,1,False
2789,appinventor.ai_calogerolupopon.ISA,2,0,0,0,0,1,30,8,3,3,0,True
2790,com.android.cug,4,0,0,2,0,6,0,6,14,3,0,False
2791,com.qmtiku.categoryId_29,26,0,3,4,0,7,0,6,17,3,0,True
2792,com.android.pentatonix,7,0,4,2,0,22,0,0,27,0,0,True
2793,com.elfswipe8863D4FA64C804F14EA1B72DB6715A2B2751D3BF,7,1,3,5,0,10,12,7,15,5,1,True
2794,com.ammrtiegfkph.frg.delsfhaawerg,23,0,2,2,0,3,4,4,8,3,0,True
2795,air,3,0,1,1,0,4,0,3,5,3,0,False
2796,aimoxiu.theme.mx408cc2b3552d83bc3de7ce40f1233321,1,0,0,0,0,1,0,5,8,4,0,False
2797,appinventor.ai_xanaf05.sheekha,12,0,0,0,0,1,30,7,3,3,0,True
2798,com.access,11,1,3,3,1,5,3,5,13,7,1,False
2799,appinventor.ai_khusnulbisnis77.STEVIENICKS,3,0,0,0,0,1,35,8,4,4,0,True
2800,com.dorilradio.br,10,0,1,1,1,5,5,8,9,7,0,True
2801,aimoxiu.theme,1,0,0,0,0,1,0,5,8,4,0,False
2802,com.albumnoah,3,0,0,0,0,1,8,2,2,2,0,False
2803,com,2,0,0,0,0,1,10,4,1,1,0,False
2804,co.thequest.compass,1,0,0,0,0,1,0,2,14,2,1,False
2805,amitshah.bharatvarsh.asia.amitshah,2,0,1,1,0,1,13,10,5,3,0,True
2806,com.aag,30,0,1,0,2,3,7,7,12,7,0,False
2807,com.cmm.hbls,16,1,1,6,0,4,0,3,17,0,0,True
2808,com,3,0,1,1,0,4,8,4,9,3,0,False
2809,com.android.wujiujiu,4,0,3,1,0,9,0,0,19,0,0,True
2810,com.WomensSandalsModel.atharizu,3,0,0,0,0,1,8,2,2,2,0,True
2811,com.buffalo.software.sms,10,0,0,0,0,1,8,8,4,4,0,False
2812,com.greek.dictionary.offline,2,0,0,0,0,2,19,6,3,3,0,True
2813,com.goyal.website2apkB711C7C69224ADFCD7D6758AD4235C6CFEAC8DC6,1,0,0,0,0,1,0,0,7,0,0,True
2814,com.cnzz,2,0,0,0,0,1,0,5,5,3,0,False
2815,com.qhb.qhbsq,19,1,3,3,0,12,0,3,14,0,0,True
2816,com.beauty,24,0,2,0,0,2,3,8,9,6,0,False
2817,com.lossdetermined,2,0,17,14,0,27,5,6,23,8,2,True
2818,com.adcoms,2,0,0,0,0,1,6,3,2,2,0,False
2819,com.poipoi.timercount,8,0,1,2,0,2,0,2,12,1,0,True
2820,com.ezzebd.androidassistant7241C1D89766F3613F144474A5D58B2715871F88,12,0,8,9,0,11,4,9,27,15,0,True
2821,br.com.cadena.smartradio,2,0,1,1,0,6,7,5,5,3,1,False
2822,com.franskenstein.audiobook,2,0,0,0,0,1,7,2,6,3,0,True
2823,com.andromo.dev595773,5,0,1,3,0,9,2,5,6,5,1,False
2824,com,6,0,0,1,1,1,12,4,3,3,0,False
2825,com.android.azheng.joke,5,1,0,0,0,1,0,1,10,0,0,True
2826,com.KumpulanLaguStinky.madedroid,3,0,0,0,0,1,8,2,2,2,0,True
2827,com.DesainPlafonRumahModern.bungaakp,3,0,0,0,0,1,9,3,2,2,0,False
2828,com.ezzebd.androidassistant68A1600FF02D00041036C5DC1C1DF1EBD22AC6BD,12,0,6,8,0,9,4,9,27,15,0,True
2829,com.cerpencinta.munilmunil,3,0,0,0,0,1,4,2,2,2,0,True
2830,appinventor.ai_adeonad1213.Ungu,3,0,0,0,0,1,34,9,4,4,0,True
2831,appinventor.ai_najih94izzan.MEEKMILL,3,0,0,0,0,1,34,9,4,4,0,True
2832,appinventor.ai_jdd7648,3,0,0,0,0,1,24,8,3,3,0,False
2833,com.javaexp,4,0,1,3,0,1,6,6,8,5,0,False
2834,com.gucdxjbcbk.baikuaierw,5,0,0,1,0,1,0,2,10,0,0,True
2835,cogegm.gfea.dfgra,8,0,1,1,0,2,2,8,22,6,0,True
2836,com.eagle.ebrain,7,1,0,2,0,1,0,6,8,3,0,True
2837,cn.crane.application.appfinder,9,1,0,2,0,2,0,2,24,0,0,True
2838,ac.nz.massey,8,0,3,2,0,17,2,8,18,9,0,False
2839,com.bestwallpaperscollection.scaryclown,9,0,4,3,0,5,7,8,14,6,0,True
2840,com.android,4,0,3,1,0,9,4,7,19,3,0,False
2841,com.bhugol.saman,4,0,0,0,0,1,11,5,5,4,0,True
2842,com.ghongcarpente0325,8,0,1,1,0,4,0,1,7,0,0,True
2843,com.acacia.procallrecorder,6,0,2,1,0,2,6,2,9,4,0,False
2844,com.dreamis6,3,0,1,1,0,4,0,3,17,5,6,False
2845,appinventor.ai_Eaglerobotics86.SpiderBotUltra,2,0,0,0,0,1,30,8,5,3,0,True
2846,com.aouissuv,8,0,4,9,2,19,0,12,42,10,0,False
2847,com.PanduanTipsInvestasiEmas.MoveOnApps,3,0,0,0,0,1,4,2,2,2,0,False
2848,com.MoslemWay.MoslemMarriageGuide,3,1,0,0,0,1,11,3,5,2,0,False
2849,com.fengyunweather.android,5,1,1,5,0,1,0,3,2,0,0,True
2850,cm.clean.master.cleaner.booster.cpu,5,1,1,1,0,2,9,5,4,3,0,False
2851,com.DIYBraceletGallery.lioapps,3,0,0,0,0,1,4,2,2,2,0,True
2852,com.cat,6,0,0,0,1,1,8,5,5,4,0,False
2853,com.androidemu,13,0,0,1,0,3,0,2,11,0,0,False
2854,com.andromo.dev378700,5,0,0,0,0,1,5,3,2,2,1,False
2855,com.jetho.chargers,2,0,1,1,0,2,1,4,13,3,0,True
2856,ac.kr.bnue.mobile,5,0,0,0,1,1,2,6,8,2,0,False
2857,com.apoteker,2,0,0,0,0,1,8,2,2,2,0,False
2858,com.jymfgk.koltb,26,0,0,1,3,1,2,8,15,6,0,True
2859,com.aoe,6,0,0,0,0,1,4,3,2,2,1,False
2860,com.android.little,4,0,3,1,0,9,0,0,19,0,0,True
2861,com.biology10thclass,3,0,0,0,0,1,4,2,2,2,0,False
2862,com.collect.letterpuzzle,6,0,0,1,0,1,0,2,9,0,0,True
2863,air,2,0,0,0,0,1,2,3,5,3,0,False
2864,com.meifa.hair,13,0,6,8,0,16,0,1,12,0,0,True
2865,com.baoyi,18,0,2,4,0,5,7,10,18,8,0,False
2866,com.bugame,3,0,0,0,0,1,11,6,2,2,0,False
2867,com.aidn.onsbs,32,1,7,19,10,20,1,15,33,10,0,True
2868,cn,3,0,3,3,0,6,0,2,9,1,0,False
2869,com.myclassicpetejldsp,17,0,6,6,0,25,0,3,15,4,0,True
2870,com.basterio,2,0,4,9,0,11,3,6,5,2,3,False
2871,com.ada.MobileMember,2,0,1,1,0,3,2,6,12,5,1,False
2872,com.Officefurnitureideas.bagasdroids,3,0,0,0,0,1,4,2,2,2,0,True
2873,com.hews.gmch.uyha,4,0,2,2,0,8,3,6,14,4,0,True
2874,br.com.GardenCompany,2,0,0,0,0,1,0,2,14,1,1,False
2875,com.nbikc.gucdxjsj,3,0,1,1,0,2,0,6,12,3,0,True
2876,com.dpqpppjc,10,0,5,4,3,19,0,11,43,9,0,False
2877,com.qihu.ser.ver,51,0,0,0,0,1,0,4,9,1,0,True
2878,com.gucdxj.android,5,0,0,2,0,1,0,6,13,3,0,True
2879,com.HowToDrawHorsei.henapps,3,0,0,0,0,1,4,2,2,2,0,True
2880,com.raine.software.vipcollector,3,0,1,1,0,2,0,1,8,0,0,True
2881,anace.com.audiobooks.childcare,4,0,0,0,0,1,17,6,2,2,0,False
2882,com.bahrainvisaapply.visapc,9,0,0,0,0,1,14,4,4,3,0,False
2883,com.bianjie,22,0,5,0,0,8,2,6,8,2,0,False
2884,com.jisuban.jikeduo,10,1,1,5,0,3,0,3,22,0,2,True
2885,anupamghose.com,4,0,1,1,1,3,4,5,11,5,0,True
2886,com.quku.tc,13,0,0,1,0,1,13,8,9,5,0,True
2887,appinventor.ai_chilman89fathurohman.LEDZEPPELIN,3,0,0,0,0,1,34,9,4,4,0,False
2888,com.elfswipeB0A10BCDEAEAD3F9E9ACD31240F0AD11D072ED53,7,1,3,5,0,10,12,7,15,5,1,True
2889,com.day4work,1,0,0,0,0,1,0,0,2,0,0,False
2890,com.bs.android,12,0,0,0,0,1,2,5,10,3,0,False
2891,com.fatesky.voa,16,0,0,1,0,1,0,1,12,0,0,True
2892,co.lvdou.livewallpaper,4,0,1,3,0,4,6,6,7,2,0,False
2893,app.sixB4C17791C1FCA16D2A63422954CA1C1FF973ED46,3,0,2,1,0,7,0,9,14,6,0,True
2894,com.app,1,0,0,0,0,1,0,1,7,1,0,False
2895,aidapp.newsportalmeghalaya,28,0,0,0,0,4,15,5,2,2,0,False
2896,com.CurtainDesign.hamdystudio,3,0,0,0,0,1,4,2,2,2,0,True
2897,com.cenawallpapershd,6,0,0,0,0,1,7,5,5,4,0,False
2898,com.ktls.scandandclear6B38A091582FD0AA0B9DEF3B1F1AD99958A34D62,17,0,8,6,0,18,0,2,17,0,0,True
2899,com.lexa.fakegps,3,0,2,2,0,142,0,8,96,14,0,True
2900,com.appmk.book,7,0,0,0,0,3,0,2,8,3,0,False
2901,com.fittg.qvvbmmn,20,0,0,0,0,1,0,0,13,0,0,True
2902,com.appmk.book,7,0,0,0,0,3,0,2,8,3,0,False
2903,com.bcseime,11,0,2,1,0,5,9,6,6,4,0,False
2904,com.azhargeo,5,0,0,0,0,1,10,4,3,2,0,False
2905,appinventor.ai_nitiphatnianjit,3,0,0,0,0,1,24,7,3,3,0,False
2906,com.automotiontv,3,0,4,3,0,5,3,4,9,5,3,False
2907,com.app.add.connect.proud,33,0,11,9,2,33,23,11,33,8,2,True
2908,com.centling,34,0,0,0,1,1,9,5,10,4,2,False
2909,com.online.taksi,4,0,0,0,0,1,6,3,6,4,0,True
2910,com.pxpp.im.wei,18,0,7,13,5,26,2,11,42,10,0,True
2911,algarvepropertyportugal.com.algarvepropertyportugal,2,0,1,1,0,1,13,10,5,3,0,True
2912,com.akkzrt,1,0,0,0,0,1,0,1,2,0,0,False
2913,com.basicdrawingtutorials.harumando,3,0,0,0,0,1,8,2,2,2,0,True
2914,com.asbma,1,0,0,0,0,1,0,0,0,0,0,False
2915,com.n12479078.tvm,1,2,1,1,0,9,7,7,10,7,2,True
2916,com.fayuan.di.hehe,19,0,0,1,0,2,0,1,8,0,0,True
2917,com.bgy.tmh,3,0,0,3,0,1,0,3,3,0,0,True
2918,com.ModernStorageShelves.bintangapp,3,0,0,0,0,1,4,2,2,2,0,True
2919,com.andromo.dev171890,4,0,0,0,0,1,4,3,2,2,1,False
2920,com.intellex,13,0,0,0,0,1,8,5,9,4,0,False
2921,com.BambooCrafts,3,0,0,0,0,1,4,2,2,2,0,False
2922,com.fourplay.gbhediyelioyun,1,1,4,5,0,6,1,3,5,2,0,True
2923,com.introvert.sausagerecipes,3,0,0,0,0,1,4,2,2,2,0,True
2924,com.homescgbile.defendgf,7,0,1,1,0,3,3,5,8,0,0,True
2925,com.batikwomen.btxandro,2,0,0,0,0,1,8,2,2,2,0,True
2926,com.apageh.adp,2,0,0,0,0,1,7,2,6,3,0,True
2927,com.CoolWallArtIdeas.Kasimirus,3,0,0,0,0,1,4,2,2,2,0,True
2928,com.caimi,28,0,4,2,0,16,5,10,14,6,0,False
2929,appinventor.ai_bcastrocr,7,0,0,0,0,1,34,10,3,3,0,False
2930,com.neidigaga.daohang,4,0,0,0,0,1,0,2,7,0,0,True
2931,cn.uujian,6,0,0,1,0,1,0,2,4,0,0,False
2932,com.burin,31,1,9,21,11,33,0,13,33,10,0,False
2933,com.bookaddictmobile.daftarlengkappahlawankemerdekaan,5,0,0,0,0,1,9,4,2,2,0,False
2934,com.automon,17,0,0,0,0,17,1,0,1,0,0,False
2935,com.a177973404051565c6ebfe506a,10,0,3,2,0,5,7,9,11,6,2,False
2936,com.finals.finalsflash79346CE35F07A1E9C405D6B94B3077837B9EEC75,17,0,1,2,0,13,0,2,14,0,1,True
2937,com.mehndiartculture.khenapps,3,0,0,0,0,1,4,2,2,2,0,True
2938,com.droidz.lifehacks,11,1,4,1,2,3,15,7,7,4,0,True
2939,com.anforen.gracula,2,0,1,1,0,4,7,7,6,3,0,True
2940,com.bysczh.converter,2,0,1,1,0,2,0,2,13,1,0,True
2941,com.rainstudiozuowen.dq,5,0,0,1,0,1,0,2,10,0,0,True
2942,com.elfswipe3DD9E602A20E0E39BC5FB63C51C97B0E54CAB89B,7,1,3,5,0,10,12,7,15,5,1,True
2943,com.crongfdf,22,0,0,2,2,3,5,8,16,8,0,False
2944,com.ezzebd.androidassistant4C1DA0E3B6DC50817A7525DF35CDCDE5B8C3D41C,12,0,6,8,0,9,4,9,27,15,0,True
2945,com.emulation.yzdel,9,0,0,1,1,3,5,6,14,9,0,True
2946,bilhos.com.tr.pratikyzdehesaplama,2,0,1,1,0,1,13,10,5,3,0,True
2947,com.nayakadeveloper.bimbo,2,0,0,0,0,1,7,2,6,3,0,True
2948,com.esaipay.fuelcarlrecycling0687D709959653ABA1E23D79F1339501D9AFA21B,10,0,0,1,0,2,0,2,9,0,2,True
2949,br.com.zion.doorcontrol,10,0,2,0,4,2,7,4,2,1,0,False
2950,com.longyou.haitunpayC6780C7D1398857548A53E4EBAE90CEEE88BAAF3,24,0,0,1,1,1,15,6,12,7,0,True
2951,com.qilin.wpassword,2,0,0,0,0,1,0,1,2,0,0,True
2952,app.televisions,9,0,1,1,0,3,4,6,10,4,0,False
2953,com.app,1,0,0,0,0,1,0,2,1,1,0,False
2954,ba.basicaccounting,31,0,0,0,0,1,7,2,2,1,0,False
2955,com.cow.run,10,0,2,2,0,6,0,1,12,0,0,True
2956,com.blsm.horoscope,12,1,6,4,3,10,9,8,20,7,0,True
2957,an.CroatianTranslate,2,0,1,1,2,2,2,5,2,2,0,False
2958,aimoxiu.theme.mx1cbe6f4d259f36dca0f961ba0c795812,1,0,0,0,0,1,0,5,8,4,0,False
2959,com.natives.whone.service,15,2,2,13,0,12,3,6,71,3,0,True
2960,com.app,1,0,0,0,0,1,1,1,3,0,0,False
2961,com.andromo.dev315366,8,0,1,6,0,9,1,5,5,5,1,False
2962,com.ahmdhoshan,2,0,0,0,0,1,13,3,2,2,0,False
2963,com,3,0,1,1,0,4,8,4,9,3,0,False
2964,com.li.songking,7,0,1,1,0,2,0,4,18,1,0,True
2965,com.ambermuse,2,0,2,2,0,5,2,3,9,4,0,False
2966,cn.apptimer.daily,8,0,6,4,0,6,0,6,14,3,0,False
2967,ara.adrija,1,0,0,0,0,1,11,2,0,0,0,False
